Brand,Model,Year,Title,BodyType,Doors,Seats,Kilometres,FuelType,Transmission,DriveType,Cylinders,EngineLiters,Fuel100KM,UsedOrNew,Color,City,State,Price
Mitsubishi,Outlander,2017,2017 Mitsubishi Outlander LS (4X4),SUV,4,7,89691.0,Unleaded,Automatic,AWD,4.0,2.4,7.5,USED,Red,Wangara,WA,27990.0
Mitsubishi,ASX,2021,2021 Mitsubishi ASX ES (2WD),SUV,4,5,50184.0,Unleaded,Automatic,Front,4.0,2.0,7.6,USED,Grey,Bassendean,WA,25290.0
Ford,Ranger,2018,2018 Ford Ranger XLT 3.2 (4X4),Ute / Tray,4,5,140644.0,Diesel,Automatic,4WD,5.0,3.2,8.7,USED,Silver,Wangara,WA,51990.0
Volkswagen,Amarok,2017,2017 Volkswagen Amarok V6 TDI 550 Highline,Ute / Tray,4,5,117156.0,Diesel,Automatic,4WD,6.0,3.0,7.8,USED,Grey,Welshpool,WA,46999.0
Volkswagen,T-Cross,2022,2022 Volkswagen T-Cross 85TSI Style,SUV,4,5,14795.0,Premium,Automatic,Front,3.0,1.0,5.4,USED,Silver,Wangara,WA,34990.0
Toyota,Landcruiser,2015,2015 Toyota Landcruiser Prado Altitude (4X4),SUV,4,7,183536.0,Diesel,Automatic,4WD,4.0,3.0,8.5,USED,White,Bunbury,WA,48990.0
Holden,Colorado,2016,2016 Holden Colorado LS (4X4),Ute / Tray,4,5,125168.0,Diesel,Manual,4WD,4.0,2.8,7.9,USED,White,Rockingham,WA,29490.0
Holden,Epica,2009,2009 Holden Epica CDX,Sedan,4,5,202000.0,Unleaded,Automatic,Front,6.0,2.5,9.3,USED,Silver,Craigie,WA,4999.0
Mitsubishi,Eclipse,2019,2019 Mitsubishi Eclipse Cross ES (2WD),SUV,4,5,46097.0,Unleaded,Automatic,Front,4.0,1.5,7.3,USED,Silver,Cannington,WA,29995.0
Subaru,Forester,2016,2016 Subaru Forester 2.5I-L,SUV,4,5,87939.0,Unleaded,Automatic,AWD,4.0,2.5,8.1,USED,Silver,Edgewater,WA,25998.0
Kia,Sportage,2021,2021 Kia Sportage S (fwd),SUV,4,5,60395.0,Unleaded,Automatic,Front,4.0,2.0,7.9,USED,White,Canning Vale,WA,29480.0
Hyundai,I30,2021,2021 Hyundai I30 N Line,Hatchback,4,5,22030.0,Unleaded,Automatic,Front,4.0,1.6,7.1,USED,Grey,Edgewater,WA,35984.0
Hyundai,Kona,2018,2018 Hyundai Kona Active AWD,SUV,4,5,43000.0,Unleaded,Automatic,AWD,4.0,1.6,6.7,USED,Black,Victoria Park,WA,24999.0
Ford,Ranger,2018,2018 Ford Ranger Wildtrak 3.2 (4X4),Ute / Tray,4,5,115822.0,Diesel,Automatic,4WD,5.0,3.2,8.9,USED,Silver,Dudley Park,WA,49900.0
Mitsubishi,Lancer,2009,2009 Mitsubishi Lancer VR,Sedan,4,5,232399.0,Unleaded,Manual,Front,4.0,2.0,7.7,USED,Red,Wangara,WA,5990.0
Toyota,Landcruiser,2023,2023 Toyota Landcruiser 70 Series LC79 GXL,Ute / Tray,2,2,250.0,Diesel,Manual,AWD,8.0,4.5,10.7,USED,White,Bentley,WA,125994.0
Toyota,Corolla,2002,2002 Toyota Corolla Conquest Seca,Hatchback,5,5,191225.0,Unleaded,Automatic,Front,4.0,1.8,7.8,USED,Silver,Wangara,WA,7990.0
Mercedes-Benz,CLA45,2021,2021 Mercedes-Benz CLA45 S 4Matic+,Sedan,4,5,26482.0,Premium,Automatic,AWD,4.0,2.0,8.9,USED,Black,Bunbury,WA,117990.0
Toyota,Landcruiser,2015,2015 Toyota Landcruiser Prado GXL (4X4),SUV,4,7,119984.0,Diesel,Automatic,4WD,4.0,3.0,8.5,USED,Blue,Gosnells,WA,48888.0
Mazda,BT-50,2015,2015 Mazda BT-50 XT (4X2),Ute / Tray,2,3,180340.0,Diesel,Manual,Rear,4.0,2.2,7.6,USED,Blue,Wangara,WA,14999.0
Toyota,Landcruiser,2023,2023 Toyota Landcruiser 70 Series LC79 Workmate,Ute / Tray,2,2,50.0,Diesel,Manual,AWD,8.0,4.5,10.7,USED,White,Bentley,WA,123984.0
Honda,Accord,2015,2015 Honda Accord Sport Hybrid,Sedan,4,5,90800.0,Hybrid,Automatic,Front,4.0,2.0,4.6,USED,White,Osborne Park,WA,27990.0
Mazda,CX-30,2022,2022 Mazda CX-30 G20 Touring Vision (fwd),SUV,4,5,3766.0,Unleaded,Automatic,Front,4.0,2.0,6.5,USED,Red,Palmyra,WA,36990.0
Audi,A5,2018,2018 Audi A5 2.0 Tfsi Quattro S Tronic Sprt,Hatchback,5,4,78864.0,Premium,Automatic,AWD,4.0,2.0,6.5,USED,White,Bentley,WA,44991.0
Mitsubishi,Triton,2015,2015 Mitsubishi Triton GL,Ute / Tray,2,2,251548.0,Unleaded,Manual,Rear,4.0,2.4,10.9,USED,White,Wangara,WA,10990.0
Land,Rover,2012,2012 Land Rover Range Rover Sport 3.0 SDV6,SUV,4,5,159768.0,Diesel,Automatic,4WD,6.0,3.0,9.2,USED,Black,Osborne Park,WA,39990.0
Hyundai,I30,2019,2019 Hyundai I30 GO,Hatchback,4,5,70764.0,Unleaded,Automatic,Front,4.0,2.0,7.4,USED,White,Edgewater,WA,19990.0
Nissan,Patrol,2016,2016 Nissan Patrol ST (4X4),SUV,4,7,91290.0,Diesel,Automatic,4WD,4.0,3.0,11.8,USED,White,Bunbury,WA,51990.0
Jaguar,F-Type,2014,2014 Jaguar F-Type V6,Coupe,2,2,22063.0,Premium,Automatic,Rear,6.0,3.0,8.8,USED,Grey,Bayswater,WA,89990.0
Ford,Ranger,2014,2014 Ford Ranger XLT 3.2 (4X4),Ute / Tray,4,5,213031.0,Diesel,Automatic,4WD,5.0,3.2,9.2,USED,Blue,Wangara,WA,26990.0
Suzuki,Baleno,2021,2021 Suzuki Baleno GL,Hatchback,4,5,40262.0,Unleaded,Automatic,Front,4.0,1.4,5.4,USED,White,Edgewater,WA,19998.0
Kia,Cerato,2020,2020 Kia Cerato S,Hatchback,5,5,60153.0,Unleaded,Automatic,Front,4.0,2.0,7.4,USED,Grey,Edgewater,WA,21997.0
HSV,Senator,2012,2012 HSV Senator Signature,Sedan,4,5,164900.0,Premium,Automatic,Rear,8.0,6.2,13.9,USED,Black,Myaree,WA,49990.0
Mitsubishi,Triton,2016,2016 Mitsubishi Triton GLS (4X4),Ute / Tray,4,5,129084.0,Diesel,Automatic,4WD,4.0,2.4,7.6,USED,White,Wangara,WA,31987.0
Hyundai,I30,2020,2020 Hyundai I30 Active,Hatchback,4,5,60300.0,Unleaded,Automatic,Front,4.0,2.0,7.4,USED,Silver,Wangara,WA,23999.0
Toyota,RAV4,2023,2023 Toyota RAV4 Cruiser (2WD) Hybrid,SUV,5,5,100.0,Hybrid,Automatic,Front,4.0,2.5,4.8,USED,Black,Morley,WA,67888.0
Renault,Koleos,2018,2018 Renault Koleos Life (4X2),SUV,4,5,54468.0,Premium,Automatic,Front,4.0,2.5,8.1,USED,Grey,Wangara,WA,24999.0
Nissan,Navara,2017,2017 Nissan Navara RX (4X4),Ute / Tray,4,5,68725.0,Diesel,Manual,4WD,4.0,2.3,6.6,USED,White,Bentley,WA,32980.0
Toyota,C-HR,2017,2017 Toyota C-HR Koba (awd),SUV,4,5,63052.0,Premium,Automatic,AWD,4.0,1.2,5.6,USED,Grey,Busselton,WA,34990.0
Isuzu,D-MAX,2019,2019 Isuzu D-MAX X-Rider Limited Edition (4X4),Ute / Tray,4,5,107108.0,Diesel,Automatic,4WD,4.0,3.0,7.9,USED,White,Victoria Park,WA,44990.0
Jeep,Compass,2022,2022 Jeep Compass S-Limited (4X4),SUV,4,5,12818.0,Unleaded,Automatic,4WD,4.0,2.4,7.9,USED,Silver,Clarkson,WA,45990.0
Mitsubishi,Triton,2019,2019 Mitsubishi Triton GLS (4X4),Ute / Tray,4,5,39613.0,Diesel,Automatic,4WD,4.0,2.4,7.6,USED,Grey,Victoria Park,WA,45999.0
Mazda,CX-5,2018,2018 Mazda CX-5 Maxx Sport (4X2) (5YR),SUV,4,5,95756.0,Unleaded,Automatic,Front,4.0,2.0,6.9,USED,Blue,Busselton,WA,31990.0
Toyota,RAV4,2020,2020 Toyota RAV4 Cruiser (2WD) Hybrid,SUV,5,5,17105.0,Hybrid,Automatic,Front,4.0,2.5,4.7,USED,Red,Myaree,WA,54350.0
Nissan,Navara,2022,2022 Nissan Navara SL OFF-Road Pack (4X4),Ute / Tray,4,5,22.0,Diesel,Automatic,4WD,4.0,2.3,7.9,USED,White,Wangara,WA,52999.0
Mitsubishi,Outlander,2011,2011 Mitsubishi Outlander LS 30TH Anniversary (fwd),SUV,4,5,236856.0,Unleaded,Manual,Front,4.0,2.4,9.5,USED,Silver,Wangara,WA,9999.0
Nissan,Navara,2016,2016 Nissan Navara RX (4X4),Ute / Tray,4,5,183044.0,Diesel,Automatic,4WD,4.0,2.3,7.1,USED,White,Victoria Park,WA,29789.0
Hyundai,Veloster,2012,2012 Hyundai Veloster,Hatchback,3,4,144100.0,Unleaded,Manual,Front,4.0,1.6,6.4,USED,White,Wangara,WA,13750.0
Isuzu,MU-X,2019,2019 Isuzu MU-X LS-T (4X4),SUV,4,7,83162.0,Diesel,Automatic,4WD,4.0,3.0,7.9,USED,Silver,Bentley,WA,52988.0
Toyota,Fortuner,2022,2022 Toyota Fortuner GXL,SUV,4,7,5637.0,Diesel,Automatic,4WD,4.0,2.8,7.6,USED,White,Maddington,WA,65888.0
Toyota,Fortuner,2019,2019 Toyota Fortuner Crusade,SUV,4,7,78664.0,Diesel,Automatic,AWD,4.0,2.8,8.6,USED,Grey,Bentley,WA,55988.0
Ford,Territory,2011,2011 Ford Territory Titanium (rwd),SUV,4,7,145385.0,Unleaded,Automatic,Rear,6.0,4.0,10.6,USED,White,Edgewater,WA,16889.0
Kia,Stinger,2020,2020 Kia Stinger GT (black Leather),Sedan,4,5,25006.0,Unleaded,Automatic,Rear,6.0,3.3,10.2,USED,Grey,Osborne Park,WA,56990.0
Jeep,Cherokee,2011,2011 Jeep Cherokee Sport (4X4),SUV,4,5,55411.0,Unleaded,Automatic,4WD,6.0,3.7,11.7,USED,White,Edgewater,WA,15885.0
Hyundai,Palisade,2021,2021 Hyundai Palisade (8 Seat),SUV,4,8,63616.0,Diesel,Automatic,AWD,4.0,2.2,7.3,USED,Grey,Canning Vale,WA,56980.0
Lexus,NX350,2021,2021 Lexus NX350 F Sport + EP1 AWD,SUV,4,5,8309.0,Premium,Automatic,AWD,4.0,2.4,8.1,USED,Grey,Osborne Park,WA,83999.0
Holden,Cruze,2015,2015 Holden Cruze Equipe,Hatchback,5,5,169752.0,Unleaded,Automatic,Front,4.0,1.8,7.4,USED,Black,Wangara,WA,10888.0
Lexus,NX350,2021,2021 Lexus NX350 F Sport + EP1 AWD,SUV,4,5,14856.0,Premium,Automatic,AWD,4.0,2.4,8.1,USED,White,Osborne Park,WA,81999.0
Mitsubishi,Outlander,2018,2018 Mitsubishi Outlander ES 7 Seat (awd),SUV,4,7,76261.0,Unleaded,Automatic,AWD,4.0,2.4,7.2,USED,Silver,Wangara,WA,27999.0
Suzuki,Grand,2010,2010 Suzuki Grand Vitara Prestige (4X4),SUV,4,5,161744.0,Unleaded,Automatic,4WD,4.0,2.4,9.9,USED,Grey,Wangara,WA,13999.0
Peugeot,3008,2018,2018 Peugeot 3008 GT Line,SUV,4,5,45569.0,Premium,Automatic,Front,4.0,1.6,7.3,USED,Blue,Bentley,WA,33988.0
Lexus,RX450H,2020,2020 Lexus RX450H Sports Luxury Hybrid,SUV,4,5,34661.0,Hybrid,Automatic,AWD,6.0,3.5,5.7,USED,White,Osborne Park,WA,89999.0
Volvo,V40,2003,2003 Volvo V40 2.0 SE,Wagon,4,5,186493.0,Unleaded,Automatic,Front,4.0,1.9,9.6,USED,Green,Wangara,WA,5999.0
Mercedes-Benz,S450,2018,2018 Mercedes-Benz S450 L,Sedan,4,5,23014.0,Premium,Automatic,Rear,8.0,3.0,8.4,USED,White,Canning Vale,WA,129980.0
Toyota,Landcruiser,2020,2020 Toyota Landcruiser LC200 GXL (4X4),SUV,4,8,59004.0,Diesel,Automatic,4WD,8.0,4.5,9.5,USED,Grey,Midland,WA,109990.0
Holden,Commodore,2001,2001 Holden Commodore SS,Sedan,4,5,234384.0,Unleaded,Automatic,Rear,8.0,5.7,13.5,USED,Red,Wangara,WA,17990.0
Ford,Ranger,2012,2012 Ford Ranger XLT 3.2 HI-Rider (4X2),Ute / Tray,4,5,235654.0,Diesel,Automatic,Rear,5.0,3.2,8.9,USED,Blue,Wangara,WA,17999.0
Lexus,UX200,2022,2022 Lexus UX200 F Sport +EP1,SUV,4,5,5122.0,Unleaded,Automatic,Front,4.0,2.0,5.8,DEMO,Silver,Osborne Park,WA,59999.0
Ford,Mustang,2016,2016 Ford Mustang Fastback GT 5.0 V8,Coupe,2,4,32700.0,Premium,Automatic,Rear,8.0,5.0,12.6,USED,Grey,Myaree,WA,59990.0
Holden,Trax,2016,2016 Holden Trax LS,SUV,4,5,110359.0,Unleaded,Automatic,Front,4.0,1.8,7.6,USED,Grey,Edgewater,WA,14998.0
Lexus,LX450D,2020,2020 Lexus LX450D,SUV,4,5,31813.0,Diesel,Automatic,AWD,8.0,4.5,9.5,USED,White,Midland,WA,126990.0
Ford,Falcon,2003,2003 Ford Falcon XR8,Ute / Tray,2,2,235952.0,Unleaded,Manual,Rear,8.0,5.4,12.5,USED,Blue,Wangara,WA,20990.0
Toyota,Landcruiser,2022,2022 Toyota Landcruiser LC300 GXL (4X4),SUV,4,7,17629.0,Diesel,Automatic,4WD,6.0,3.3,8.9,USED,Grey,Midland,WA,115990.0
Toyota,Landcruiser,2004,2004 Toyota Landcruiser Prado GXL (4X4),SUV,4,8,340058.0,Diesel,Automatic,4WD,4.0,3.0,12.6,USED,White,Wangara,WA,18990.0
Jeep,Wrangler,2021,2021 Jeep Wrangler Unlimited Rubicon (4X4),SUV,4,5,5693.0,Unleaded,Automatic,4WD,6.0,3.6,10.3,USED,Grey,Osborne Park,WA,75990.0
Ford,Ranger,2018,2018 Ford Ranger XLS 3.2 (4X4),Ute / Tray,4,5,101066.0,Diesel,Automatic,4WD,5.0,3.2,8.7,USED,Black,Clarkson,WA,46888.0
Hyundai,Genesis,2017,2017 Hyundai Genesis,Sedan,4,5,170173.0,Unleaded,Automatic,Rear,6.0,3.8,11.2,USED,White,Wangara,WA,19999.0
Volkswagen,Tiguan,2023,2023 Volkswagen Tiguan Allspace 110TSI Life,SUV,4,7,850.0,Premium,Automatic,Front,4.0,1.4,7.7,DEMO,White,Myaree,WA,52888.0
Kia,Sportage,2020,2020 Kia Sportage SX (awd),SUV,4,5,66711.0,Diesel,Automatic,AWD,4.0,2.0,6.4,USED,White,Edgewater,WA,30990.0
Ford,Mustang,2021,2021 Ford Mustang Mach 1,Hatchback,2,4,1939.0,Premium,Manual,Rear,8.0,5.0,13.9,USED,Grey,Myaree,WA,114990.0
Holden,Calais,2014,2014 Holden Calais V,Sedan,4,5,119516.0,Premium,Automatic,Rear,8.0,6.0,14.6,USED,White,Wangara,WA,37870.0
Mazda,6,2015,2015 Mazda 6 Touring,Sedan,4,5,98000.0,Diesel,Automatic,Front,4.0,2.2,5.4,USED,Silver,Wangara,WA,21999.0
Nissan,Patrol,2012,2012 Nissan Patrol ST (4X4),SUV,4,7,242525.0,Diesel,Manual,4WD,4.0,3.0,10.9,USED,Black,Wangara,WA,27990.0
Nissan,X-Trail,2012,2012 Nissan X-Trail ST (fwd),SUV,4,5,185509.0,Unleaded,Automatic,Front,4.0,2.0,8.4,USED,Black,Wangara,WA,13990.0
Toyota,Hilux,2012,2012 Toyota Hilux SR (4X4),Ute / Tray,4,5,174859.0,Diesel,Automatic,4WD,4.0,3.0,9.3,USED,White,Wangara,WA,34990.0
Toyota,C-HR,2021,2021 Toyota C-HR Koba (2WD) Hybrid,SUV,4,5,23324.0,Hybrid,Automatic,Front,4.0,1.8,4.3,USED,Silver,Wangara,WA,44880.0
Mazda,CX-3,2018,2018 Mazda CX-3 Maxx (fwd),SUV,4,5,198886.0,Unleaded,Automatic,Front,4.0,2.0,6.1,USED,Red,Wangara,WA,17999.0
Jeep,Wrangler,2019,2019 Jeep Wrangler Sport S (4X4),SUV,2,4,49602.0,Unleaded,Automatic,4WD,6.0,3.6,9.6,USED,Green,Edgewater,WA,43998.0
FPV,GT,2010,2010 FPV GT,Sedan,4,5,134003.0,Premium,Manual,Rear,8.0,5.0,13.6,USED,Black,Wangara,WA,57957.0
Holden,Rodeo,2008,2008 Holden Rodeo LX (4X4),Ute / Tray,4,5,314973.0,Diesel,Manual,4WD,4.0,3.0,8.4,USED,White,Wangara,WA,11999.0
Volkswagen,Tiguan,2017,2017 Volkswagen Tiguan 162 TSI Highline,SUV,4,5,92526.0,Premium,Automatic,AWD,4.0,2.0,8.1,USED,White,Wangara,WA,32990.0
Hyundai,I30,2020,2020 Hyundai I30 Active,Hatchback,4,5,56405.0,Unleaded,Automatic,Front,4.0,2.0,7.4,USED,White,Wangara,WA,23999.0
HSV,Gtsr,2017,2017 HSV Gtsr,Sedan,4,5,26000.0,Premium,Manual,Rear,8.0,6.2,15.1,USED,Green,Wangara,WA,179990.0
Nissan,Navara,2006,2006 Nissan Navara ST-R (4X4),Ute / Tray,4,5,230114.0,Diesel,Manual,4WD,4.0,3.0,9.6,USED,Blue,Wangara,WA,12990.0
Toyota,Landcruiser,2019,2019 Toyota Landcruiser Workmate (4X4),Ute / Tray,2,3,131839.0,Diesel,Manual,4WD,8.0,4.5,10.7,USED,White,Wangara,WA,69990.0
Mazda,3,2020,2020 Mazda 3 G25 Evolve,Sedan,4,5,52000.0,Unleaded,Automatic,Front,4.0,2.5,6.5,USED,White,Wangara,WA,31999.0
Holden,Commodore,2016,2016 Holden Commodore SV6 Black Pack,Sedan,4,5,102917.0,Unleaded,Automatic,Rear,6.0,3.6,9.5,USED,White,Wangara,WA,27870.0
Ford,Ecosport,2014,2014 Ford Ecosport Trend,SUV,4,5,84902.0,Premium,Manual,Front,3.0,1.0,5.7,USED,Yellow,Wangara,WA,11990.0
Holden,Cruze,2016,2016 Holden Cruze Z-Series,Sedan,4,5,98778.0,Unleaded,Automatic,Front,4.0,1.8,7.4,USED,White,Wangara,WA,13990.0
Kia,Optima,2014,2014 Kia Optima SI,Sedan,4,5,121371.0,Unleaded,Automatic,Front,4.0,2.4,7.9,USED,Silver,Geraldton,WA,14990.0
Mitsubishi,Triton,2009,2009 Mitsubishi Triton GLX-R (4X4),Ute / Tray,4,5,283598.0,Diesel,Manual,4WD,4.0,2.5,9.1,USED,White,Wangara,WA,13990.0
Mitsubishi,Triton,2020,2020 Mitsubishi Triton GLX Adas (4X4),Ute / Tray,2,4,89201.0,Diesel,Automatic,4WD,4.0,2.4,8.6,USED,White,Beresford,WA,39800.0
Ford,Ranger,2020,2020 Ford Ranger Wildtrak 3.2 (4X4),Ute / Tray,4,5,71920.0,Diesel,Manual,4WD,5.0,3.2,8.4,USED,Silver,Beresford,WA,52800.0
Holden,Astra,2017,2017 Holden Astra R,Hatchback,5,5,80973.0,Premium,Automatic,Front,4.0,1.4,5.8,USED,Grey,Edgewater,WA,18985.0
Mitsubishi,Outlander,2015,2015 Mitsubishi Outlander ES (4X2),SUV,4,5,134215.0,Unleaded,Automatic,Front,4.0,2.0,6.6,USED,White,Wangara,WA,18994.0
Nissan,Pulsar,2013,2013 Nissan Pulsar ST,Sedan,4,5,125859.0,Unleaded,Automatic,Front,4.0,1.8,6.7,USED,Black,Wangara,WA,12989.0
Mazda,CX-8,2022,2022 Mazda CX-8 Sport (fwd),SUV,4,7,26808.0,Unleaded,Automatic,Front,4.0,2.5,8.1,USED,Grey,Wangara,WA,44870.0
Mazda,CX-9,2022,2022 Mazda CX-9 GT SP (fwd),SUV,4,7,11137.0,Unleaded,Automatic,Front,4.0,2.5,8.4,USED,White,Wangara,WA,57870.0
Mazda,CX-8,2021,2021 Mazda CX-8 GT (fwd),SUV,4,7,25436.0,Diesel,Automatic,Front,4.0,2.2,5.9,USED,Blue,Wangara,WA,55870.0
Toyota,Hiace,2017,2017 Toyota Hiace LWB,Commercial,4,2,201511.0,Unleaded,Automatic,Rear,4.0,2.7,9.8,USED,White,Wangara,WA,26990.0
Subaru,Forester,2014,2014 Subaru Forester 2.5I Luxury Limited Edition,SUV,4,5,163091.0,Unleaded,Automatic,AWD,4.0,2.5,8.1,USED,Blue,Wangara,WA,19870.0
Nissan,Pathfinder,2015,2015 Nissan Pathfinder ST (4X4),SUV,4,7,113523.0,Premium,Automatic,4WD,6.0,3.5,10.2,USED,Blue,Wangara,WA,22888.0
Kia,Sportage,2017,2017 Kia Sportage GT-Line (awd),SUV,4,5,59500.0,Unleaded,Automatic,AWD,4.0,2.4,8.5,USED,Red,Wangara,WA,32999.0
Subaru,XV,2019,2019 Subaru XV 2.0I-L,SUV,4,5,68964.0,Unleaded,Automatic,AWD,4.0,2.0,7.1,USED,White,Edgewater,WA,29995.0
Hyundai,Tucson,2019,2019 Hyundai Tucson Highlander (awd) Black INT,SUV,4,5,37109.0,Unleaded,Automatic,AWD,4.0,1.6,7.7,USED,Black,Wangara,WA,38999.0
Holden,Equinox,2017,2017 Holden Equinox LT (fwd),SUV,4,5,89693.0,Premium,Automatic,Front,4.0,2.0,8.2,USED,Grey,Wangara,WA,22987.0
Kia,Carnival,2021,2021 Kia Carnival S,Wagon,4,8,31687.0,Unleaded,Automatic,Front,6.0,3.5,9.6,USED,White,Wangara,WA,44999.0
Nissan,Navara,2014,2014 Nissan Navara ST-R (4X4),Ute / Tray,4,5,139400.0,Diesel,Manual,4WD,4.0,2.5,9.2,USED,Black,Wangara,WA,17990.0
Nissan,Navara,2010,2010 Nissan Navara ST (4X4),Ute / Tray,4,5,346624.0,Diesel,Automatic,4WD,4.0,2.5,10.5,USED,White,Wangara,WA,12990.0
Mercedes-Benz,C63,2016,2016 Mercedes-Benz C63 S,Sedan,4,5,26000.0,Premium,Automatic,Rear,8.0,4.0,8.6,USED,White,Wangara,WA,124990.0
Ford,Falcon,2010,2010 Ford Falcon XR6,Ute / Tray,2,2,158414.0,Unleaded,Manual,Rear,6.0,4.0,11.7,USED,Blue,Wangara,WA,20990.0
Ford,Ecosport,2016,2016 Ford Ecosport Trend,SUV,4,5,112220.0,Premium,Automatic,Front,4.0,1.5,6.5,USED,Blue,Wangara,WA,16990.0
Nissan,Qashqai,2016,2016 Nissan Qashqai ST (4X2),SUV,4,5,74194.0,Unleaded,Automatic,Front,4.0,2.0,6.9,USED,Grey,Wangara,WA,21990.0
Hyundai,I30,2010,2010 Hyundai I30 SLX 1.6 Crdi,Hatchback,5,5,229732.0,Diesel,Manual,Front,4.0,1.6,4.7,USED,Red,KINGSLEY,WA,8488.0
Mazda,CX-3,2018,2018 Mazda CX-3 S Touring (awd),SUV,4,5,97094.0,Unleaded,Automatic,AWD,4.0,2.0,6.7,USED,Blue,Wangara,WA,23990.0
Isuzu,D-MAX,2022,2022 Isuzu D-MAX X-Terrain (4X4),Ute / Tray,4,5,11550.0,Diesel,Automatic,4WD,4.0,3.0,7.7,USED,White,KINGSLEY,WA,69988.0
Nissan,Dualis,2011,2011 Nissan Dualis ST (4X2),SUV,4,5,149632.0,Unleaded,Automatic,Front,4.0,2.0,8.2,USED,White,Wangara,WA,13990.0
Toyota,Hilux,2015,2015 Toyota Hilux SR5 (4X4),Ute / Tray,4,5,152298.0,Diesel,Automatic,4WD,4.0,3.0,8.7,USED,White,Wangara,WA,38990.0
Mitsubishi,Outlander,2013,2013 Mitsubishi Outlander Aspire (4X4),SUV,4,7,121114.0,Diesel,Automatic,AWD,4.0,2.3,5.8,USED,Blue,KINGSLEY,WA,19488.0
Volkswagen,Amarok,2019,2019 Volkswagen Amarok V6 TDI 580 Ultimate,Ute / Tray,4,5,103997.0,Diesel,Automatic,4WD,6.0,3.0,8.9,USED,White,Clarkson,WA,51888.0
LDV,T60,2020,2020 LDV T60 Mega TUB (4X4),Ute / Tray,4,5,27529.0,Diesel,Manual,4WD,4.0,2.8,8.8,USED,White,KINGSLEY,WA,28988.0
Isuzu,D-MAX,2016,2016 Isuzu D-MAX LS-M HI-Ride (4X4),Ute / Tray,4,5,165110.0,Diesel,Manual,4WD,4.0,3.0,8.3,USED,White,Wangara,WA,40990.0
Mitsubishi,Lancer,2014,2014 Mitsubishi Lancer Evolution MR,Sedan,4,5,84393.0,Premium,Automatic,AWD,4.0,2.0,10.1,USED,White,KINGSLEY,WA,42988.0
Toyota,Yaris,2016,2016 Toyota Yaris Ascent,Hatchback,5,5,37413.0,Unleaded,Manual,Front,4.0,1.3,5.7,USED,Yellow,KINGSLEY,WA,17988.0
Ford,Transit,2015,2015 Ford Transit Custom 330L (lwb),Commercial,3,2,111033.0,Diesel,Manual,Front,4.0,2.2,7.3,USED,Gold,KINGSLEY,WA,31988.0
HSV,Clubsport,2013,2013 HSV Clubsport R8,Sedan,4,5,95066.0,Premium,Automatic,Rear,8.0,6.2,13.9,USED,Black,Wangara,WA,70990.0
Toyota,Hilux,2015,2015 Toyota Hilux SR5 (4X4),Ute / Tray,4,5,107084.0,Diesel,Automatic,4WD,4.0,2.8,8.5,USED,Grey,Wangara,WA,50990.0
Toyota,RAV4,2021,2021 Toyota RAV4 GXL (awd) Hybrid,SUV,5,5,13591.0,Hybrid,Automatic,AWD,4.0,2.5,4.8,USED,White,Wangara,WA,54990.0
Mazda,2,2015,2015 Mazda 2 NEO,Hatchback,5,5,193198.0,Unleaded,Automatic,Front,4.0,1.5,5.5,USED,White,Wangara,WA,12990.0
Mitsubishi,Triton,2016,2016 Mitsubishi Triton Exceed (4X4),Ute / Tray,4,5,126922.0,Diesel,Automatic,4WD,4.0,2.4,7.6,USED,Grey,Wangara,WA,33990.0
Hyundai,Veloster,2014,2014 Hyundai Veloster,Hatchback,3,4,137551.0,Unleaded,Manual,Front,4.0,1.6,6.4,USED,Red,Edgewater,WA,15985.0
Subaru,Outback,2007,2007 Subaru Outback 2.5I,SUV,4,5,273034.0,Unleaded,Automatic,AWD,4.0,2.5,9.1,USED,Grey,Wangara,WA,4990.0
Ford,Territory,2013,2013 Ford Territory TS (rwd),SUV,4,7,160155.0,Diesel,Automatic,Rear,6.0,2.7,8.2,USED,White,Edgewater,WA,14985.0
Toyota,Avensis,2009,2009 Toyota Avensis Verso GLX,Wagon,4,7,149154.0,Unleaded,Automatic,Front,4.0,2.4,9.2,USED,White,Edgewater,WA,11998.0
Mitsubishi,Outlander,2018,2018 Mitsubishi Outlander ES Adas 5 Seat (2WD),SUV,4,5,93698.0,Unleaded,Automatic,Front,4.0,2.4,6.8,USED,White,Edgewater,WA,22000.0
Volkswagen,Golf,2017,2017 Volkswagen Golf 110 TSI Comfortline,Hatchback,5,5,114054.0,Premium,Automatic,Front,4.0,1.4,5.4,USED,Black,Edgewater,WA,23982.0
Volkswagen,Golf,2005,2005 Volkswagen Golf GTI,Hatchback,5,5,241792.0,Premium,Manual,Front,4.0,2.0,8.1,USED,Red,Wangara,WA,7990.0
Ford,Everest,2016,2016 Ford Everest Trend (rwd),SUV,4,7,97013.0,Diesel,Automatic,Rear,5.0,3.2,8.5,USED,Blue,Edgewater,WA,34991.0
Mitsubishi,Eclipse,2017,2017 Mitsubishi Eclipse Cross Exceed (2WD),SUV,4,5,233608.0,Unleaded,Automatic,Front,4.0,1.5,7.3,USED,Grey,Wangara,WA,18888.0
MG,MG3,2020,2020 MG MG3 Auto Excite (with Navigation),Hatchback,5,5,35300.0,Premium,Automatic,Front,4.0,1.5,6.7,USED,Silver,Wangara,WA,19999.0
