Year,Kilometres,Cylinders,EngineLiters,Fuel100KM,FuelType_Diesel,FuelType_Hybrid,FuelType_LPG,FuelType_Premium,FuelType_Unleaded,Transmission_Automatic,Transmission_Manual,DriveType_AWD,DriveType_Front,DriveType_Other,DriveType_Rear
2018,0.4678064393356267,4.0,2.0,7.4,0,0,0,1,0,1,0,1,0,0,0
2010,0.5581154441830766,6.0,3.0,10.5,0,0,0,1,0,1,0,1,0,0,0
2015,0.7068936175323708,4.0,1.8,7.1,0,0,0,0,1,1,0,0,1,0,0
2012,0.7518857492278257,4.0,2.0,7.3,0,0,0,0,1,0,1,1,0,0,0
2013,0.6590228541038349,4.0,2.4,10.9,0,0,0,0,1,0,1,0,0,0,1
2018,0.3965163978087874,4.0,2.5,4.2,0,1,0,0,0,1,0,0,1,0,0
2018,0.5186678555165208,4.0,2.2,7.2,1,0,0,0,0,1,0,1,0,0,0
2020,0.3298348968072458,4.0,2.0,6.5,0,0,0,0,1,1,0,0,1,0,0
2012,0.7345605652521969,4.0,1.8,7.4,0,0,0,0,1,1,0,0,1,0,0
2008,0.8487165751692194,6.0,3.0,8.7,1,0,0,0,0,1,0,0,0,0,0
2016,0.4673608320589044,4.0,2.0,6.5,0,0,0,1,0,1,0,0,0,0,1
2018,0.7123765705288234,5.0,3.2,8.5,1,0,0,0,0,1,0,0,0,0,0
2008,0.827124003573247,4.0,2.0,7.1,0,0,0,0,1,0,1,0,1,0,0
2017,0.3984237889543135,4.0,1.3,6.4,0,0,0,0,1,1,0,0,1,0,0
2014,0.8433908441551339,4.0,3.0,8.5,1,0,0,0,0,1,0,0,0,0,0
2021,0.2747925477739139,4.0,1.5,7.3,0,0,0,0,1,1,0,0,1,0,0
2010,0.820369858336342,4.0,1.8,7.8,0,0,0,1,0,1,0,0,1,0,0
2019,0.5490860629026723,4.0,1.5,6.9,0,0,0,0,1,1,0,0,1,0,0
2017,0.7131791778693063,6.0,3.3,11.6,0,0,0,0,1,1,0,0,1,0,0
2018,0.1631131652209773,8.0,5.0,12.7,0,0,0,1,0,1,0,0,0,0,1
2023,0.0050501770822211,4.0,2.0,9.4,1,0,0,0,0,1,0,0,0,0,0
2013,0.4273749837926136,4.0,2.0,6.9,0,0,0,0,1,0,1,0,1,0,0
2013,0.5865567232766702,4.0,1.5,6.3,0,0,0,0,1,1,0,0,1,0,0
2007,0.893979389065424,4.0,1.8,7.4,0,0,0,0,1,1,0,0,1,0,0
2016,0.5504124120883209,5.0,3.2,8.3,1,0,0,0,0,0,1,0,0,0,0
2022,0.1905451541947866,4.0,1.5,6.7,0,0,0,1,0,1,0,0,1,0,0
2020,0.5051908585721304,4.0,2.0,7.4,0,0,0,0,1,1,0,0,1,0,0
2010,0.7009909807239411,4.0,2.0,8.3,0,0,0,0,1,1,0,0,1,0,0
2014,0.5191205877857209,6.0,3.0,11.3,0,0,0,1,0,1,0,1,0,0,0
2020,0.4073865650638464,4.0,2.0,7.6,0,0,0,0,1,1,0,0,1,0,0
2012,0.7913333051285045,4.0,2.0,7.9,0,0,0,0,1,0,1,0,1,0,0
2022,0.2522940270061504,4.0,1.5,7.3,0,0,0,0,1,1,0,0,1,0,0
2021,0.3943539369390453,6.0,3.5,9.6,0,0,0,0,1,1,0,0,1,0,0
2011,0.8457548346411656,4.0,2.5,9.2,1,0,0,0,0,0,1,0,0,0,0
2019,0.4645722727029091,4.0,2.0,7.6,0,0,0,0,1,1,0,0,1,0,0
2013,0.8356460494614948,4.0,3.0,8.5,1,0,0,0,0,1,0,0,0,0,0
2020,0.4053461843220516,4.0,2.5,8.1,0,0,0,0,1,1,0,0,1,0,0
2022,0.0065932440856379,4.0,2.0,8.4,0,0,0,0,1,1,0,0,0,0,0
2014,0.8108217401147002,4.0,1.8,6.8,0,0,0,0,1,0,1,0,1,0,0
2016,0.5797612816886148,4.0,2.2,7.8,1,0,0,0,0,1,0,1,0,0,0
2008,0.6383014074019594,4.0,1.3,7.8,0,0,0,0,1,1,0,0,0,0,0
2017,0.505512106245559,6.0,3.0,8.7,0,0,0,1,0,1,0,1,0,0,0
2016,0.8996623831874431,4.0,3.0,8.2,1,0,0,0,0,0,1,0,0,0,0
2014,0.6648168467036812,4.0,2.0,5.8,0,0,0,0,1,1,0,0,1,0,0
2016,0.6097796177213957,4.0,2.0,6.4,0,0,0,0,1,1,0,0,1,0,0
2017,0.7940501364531181,4.0,2.5,8.8,1,0,0,0,0,1,0,0,0,0,1
2017,0.7103152075669783,4.0,1.6,6.2,1,0,0,0,0,0,1,0,1,0,0
2019,0.6626038904226421,6.0,3.0,8.8,1,0,0,0,0,1,0,0,0,0,0
2012,0.766573265211324,4.0,2.0,6.8,0,0,0,0,1,1,0,1,0,0,0
2018,0.2371252815033543,4.0,1.2,4.9,0,0,0,1,0,1,0,0,1,0,0
2012,0.3399752488397182,4.0,1.8,6.5,0,0,0,1,0,1,0,0,1,0,0
2019,0.4413625686267989,6.0,3.3,10.8,0,0,0,0,1,1,0,0,1,0,0
2019,0.2894701102340145,4.0,2.0,7.4,0,0,0,0,1,1,0,0,1,0,0
2021,0.4784622989257592,4.0,2.0,6.1,0,0,0,1,0,1,0,0,1,0,0
2011,0.3880031463998025,6.0,4.0,9.9,0,0,0,0,1,1,0,0,0,0,1
2012,0.7639689629722971,4.0,1.4,6.9,0,0,0,0,1,1,0,0,1,0,0
2018,0.7667218088347831,6.0,3.6,9.3,0,0,0,0,1,1,0,1,0,0,0
2018,0.7132074052705755,3.0,1.0,4.4,0,0,0,1,0,1,0,0,1,0,0
2007,0.9589118259764262,4.0,2.5,9.1,0,0,0,0,1,1,0,1,0,0,0
2016,0.5394985971507464,4.0,2.3,7.1,1,0,0,0,0,1,0,0,0,0,0
2017,0.6884111291982824,4.0,2.4,6.8,0,0,0,0,1,1,0,0,1,0,0
2017,0.7368710367182429,4.0,3.0,8.7,1,0,0,0,0,1,0,0,0,0,1
2018,0.4187882066077913,4.0,3.0,7.7,1,0,0,0,0,1,0,0,0,0,1
2018,0.8245045775469163,5.0,3.2,8.4,1,0,0,0,0,1,0,0,0,0,1
2008,0.9103516982075416,6.0,3.5,9.9,0,0,0,0,1,1,0,0,1,0,0
2012,0.4743285784677482,4.0,1.8,7.2,0,0,0,1,0,1,0,0,1,0,0
2019,0.5308644774609163,4.0,2.0,7.4,1,0,0,0,0,1,0,0,0,0,0
2020,0.4236331259025632,4.0,1.5,7.3,0,0,0,0,1,1,0,0,1,0,0
2019,0.5050736850647071,4.0,2.0,7.9,0,0,0,0,1,1,0,0,1,0,0
2019,0.7619405105670825,4.0,3.0,7.9,1,0,0,0,0,1,0,0,0,0,0
2018,0.479035212868779,4.0,2.0,5.1,1,0,0,0,0,1,0,1,0,0,0
2019,0.5276662715442365,3.0,1.5,6.4,0,0,0,0,1,1,0,0,1,0,0
2011,0.5750983776105318,4.0,2.0,8.8,0,0,0,0,1,1,0,0,1,0,0
2021,0.3517788253219962,3.0,1.0,5.4,0,0,0,1,0,1,0,0,1,0,0
2014,0.9536272074232416,4.0,2.0,7.3,0,0,0,0,1,0,1,1,0,0,0
2015,0.5496176096092888,4.0,1.2,5.2,0,0,0,0,1,1,0,0,1,0,0
2015,0.5975762977136567,4.0,2.0,8.4,0,0,0,0,1,1,0,0,1,0,0
2016,0.7614831261039707,8.0,4.5,11.5,1,0,0,0,0,0,1,0,0,0,0
2018,0.544408509227144,4.0,3.0,7.9,1,0,0,0,0,1,0,0,0,0,0
2022,0.2289259986675204,4.0,1.5,6.4,0,0,0,0,1,0,1,0,0,0,0
2021,0.2263383605525543,4.0,2.5,7.9,0,0,0,0,1,1,0,0,1,0,0
2003,0.8857513238620006,8.0,5.7,13.5,0,0,0,0,1,1,0,0,0,0,1
2021,0.3855670541215181,4.0,2.0,6.1,0,0,0,1,0,1,0,0,1,0,0
2022,0.2004662173592765,4.0,2.0,7.4,0,0,0,0,1,1,0,0,1,0,0
2022,0.0104305435105116,4.0,1.6,7.4,0,0,0,0,1,1,0,1,0,0,0
2023,0.0040087535215515,4.0,2.0,9.3,1,0,0,0,0,1,0,0,0,0,0
2013,0.5344319595317799,4.0,3.0,11.8,1,0,0,0,0,1,0,0,0,0,0
2018,0.3122286523506805,4.0,2.4,6.8,0,0,0,0,1,1,0,0,1,0,0
2020,0.2301527985950118,4.0,2.5,7.9,0,0,0,0,1,1,0,0,1,0,0
2018,0.542329841691485,4.0,2.5,7.9,0,0,0,0,1,1,0,0,1,0,0
2016,0.2325350147705558,4.0,1.5,5.8,0,0,0,0,1,1,0,0,1,0,0
2017,0.697941137128306,4.0,2.0,7.9,0,0,0,0,1,1,0,0,1,0,0
2016,0.8574240109490023,4.0,2.2,7.5,1,0,0,0,0,1,0,0,0,0,1
2019,0.5370735916214784,4.0,2.0,8.1,0,0,0,1,0,1,0,1,0,0,0
2018,0.4640176176927759,4.0,2.4,8.3,0,0,0,0,1,1,0,0,1,0,0
2016,0.5376329930144385,4.0,1.6,4.9,1,0,0,0,0,1,0,0,1,0,0
2020,0.42841022674259,6.0,3.6,11.2,0,0,0,0,1,1,0,0,0,0,0
2018,0.4781082981249609,4.0,1.2,4.8,0,0,0,0,1,1,0,0,1,0,0
2018,0.4601858716237221,4.0,2.1,6.3,1,0,0,0,0,1,0,0,0,0,1
2013,0.4678933365354411,4.0,1.8,5.6,0,0,0,1,0,1,0,0,1,0,0
2006,0.9161927345242802,6.0,2.7,10.6,0,0,0,0,1,1,0,0,0,0,0
2011,0.5638953979227003,6.0,3.6,9.8,0,0,0,0,1,0,1,0,0,0,1
2011,0.742917374869364,4.0,2.0,7.6,0,0,0,0,1,0,1,0,1,0,0
2019,0.3938146657557737,4.0,2.2,5.7,1,0,0,0,0,1,0,0,1,0,0
2007,0.9013943578756816,4.0,2.3,8.6,0,0,0,0,1,1,0,0,1,0,0
2012,0.8520128899028252,6.0,3.0,8.3,1,0,0,0,0,1,0,1,0,0,0
2009,0.6059705104382622,4.0,1.6,6.9,0,0,0,0,1,0,1,0,1,0,0
2017,0.6991881553242982,4.0,2.0,6.1,0,0,0,0,1,1,0,0,1,0,0
2019,0.3722205460450293,4.0,2.8,8.5,1,0,0,0,0,1,0,0,0,0,0
2010,0.9062332042711784,4.0,3.0,9.3,1,0,0,0,0,0,1,0,0,0,0
2019,0.4597695746866118,4.0,2.0,6.7,1,0,0,0,0,1,0,0,1,0,0
2013,0.6926756495053961,4.0,2.5,5.5,0,0,0,1,0,1,0,0,1,0,0
2006,0.9262981029497735,6.0,4.0,11.1,0,0,0,0,1,1,0,0,0,0,1
2022,0.0710914900161892,4.0,2.0,6.3,0,0,0,1,0,1,0,0,1,0,0
2018,0.467708660266229,4.0,2.5,4.2,0,1,0,0,0,1,0,0,1,0,0
2014,0.5877651172870885,4.0,1.4,5.4,0,0,0,1,0,1,0,0,1,0,0
2019,0.4853788425176217,4.0,1.5,7.3,0,0,0,0,1,1,0,0,1,0,0
2016,0.6731701606286223,5.0,3.2,8.9,1,0,0,0,0,0,1,0,0,0,0
2022,0.3419655486860568,4.0,3.0,7.8,1,0,0,0,0,1,0,0,1,0,0
2017,0.2502400868911194,4.0,1.3,6.4,0,0,0,0,1,1,0,0,1,0,0
2013,0.7380757322905951,4.0,1.4,5.3,0,0,0,1,0,1,0,0,1,0,0
2011,0.7264469593205045,4.0,2.5,9.8,1,0,0,0,0,0,1,0,0,0,0
2020,0.4218621795555234,4.0,2.5,7.9,0,0,0,0,1,1,0,0,1,0,0
2017,0.5434556309462918,4.0,2.4,7.7,1,0,0,0,0,0,1,0,0,0,0
2014,0.3741725331233734,6.0,3.6,11.7,0,0,0,0,1,1,0,0,0,0,0
2021,0.3060673236486215,4.0,2.0,7.6,0,0,0,0,1,1,0,0,1,0,0
2022,0.212104531494624,3.0,1.0,5.4,0,0,0,1,0,1,0,0,1,0,0
2014,0.6562112495130222,8.0,5.5,12.3,0,0,0,1,0,1,0,1,0,0,0
2017,0.6303530698188641,4.0,2.1,6.3,1,0,0,0,0,1,0,0,0,0,1
2007,0.7708061317448872,4.0,2.2,9.7,0,0,0,0,1,1,0,0,1,0,0
2021,0.4293796871794207,4.0,2.5,4.5,0,1,0,0,0,1,0,0,1,0,0
2014,0.7316516562283276,4.0,2.8,9.1,1,0,0,0,0,1,0,0,0,0,0
2012,0.7957341319369264,4.0,2.0,7.9,0,0,0,0,1,1,0,0,1,0,0
2016,0.5865768361600641,4.0,3.0,8.1,1,0,0,0,0,1,0,0,0,0,0
2021,0.3441472697781189,4.0,2.0,7.4,0,0,0,0,1,1,0,0,1,0,0
2019,0.4010768882614803,4.0,2.0,8.1,0,0,0,1,0,1,0,1,0,0,0
2017,0.4602374214498405,4.0,2.0,6.5,0,0,0,1,0,1,0,0,0,0,1
2019,0.5227797346138234,4.0,2.0,6.9,0,0,0,0,1,1,0,0,1,0,0
2014,0.4404662547655512,4.0,2.0,8.8,0,0,0,1,0,1,0,1,0,0,0
2018,0.3972359744900388,4.0,2.0,7.9,0,0,0,0,1,1,0,0,1,0,0
2020,0.605650819658016,4.0,2.3,7.1,1,0,0,0,0,1,0,0,0,0,0
2016,0.4942646301059359,4.0,2.0,7.4,0,0,0,0,1,1,0,0,1,0,0
2017,0.5464018596803294,6.0,3.5,9.3,0,0,0,0,1,1,0,0,1,0,0
2021,0.6450609530218453,4.0,2.2,6.5,1,0,0,0,0,1,0,0,1,0,0
2015,0.4039688682457499,4.0,1.6,6.4,0,0,0,0,1,1,0,0,1,0,0
2018,0.5588797756348259,4.0,2.8,9.1,1,0,0,0,0,1,0,0,0,0,0
2021,0.3685714001270826,4.0,2.0,7.3,0,0,0,1,0,0,0,1,0,0,0
2015,0.7351286184007291,4.0,2.5,7.3,0,0,0,1,0,1,0,1,0,0,0
2011,0.8690133835481573,4.0,2.4,9.5,0,0,0,0,1,1,0,0,1,0,0
2020,0.2735436583852614,4.0,1.4,5.4,0,0,0,0,1,1,0,0,1,0,0
2019,0.4025571921220378,4.0,1.5,7.3,0,0,0,0,1,1,0,0,1,0,0
2023,0.0075524898789423,3.0,1.5,3.3,0,1,0,0,0,1,0,0,1,0,0
2018,0.582861218364809,4.0,2.0,6.1,0,0,0,0,1,1,0,0,1,0,0
2012,0.7418224105978983,4.0,2.0,8.2,0,0,0,0,1,1,0,0,1,0,0
2019,0.3481117057324999,4.0,2.0,6.5,0,0,0,1,0,1,0,1,0,0,0
2015,0.625871172604844,4.0,1.2,5.6,0,0,0,1,0,1,0,0,1,0,0
2016,0.4557563296021282,4.0,1.4,5.9,0,0,0,1,0,1,0,0,1,0,0
2014,0.4753984020632681,4.0,2.0,6.6,0,0,0,0,1,1,0,0,1,0,0
2020,0.5099115994424682,6.0,3.6,8.9,0,0,0,0,1,1,0,1,0,0,0
2017,0.3978645144073084,4.0,2.0,6.6,0,0,0,0,1,1,0,0,1,0,0
2011,0.5870047860272057,4.0,1.8,7.5,0,0,0,0,1,1,0,0,1,0,0
2017,0.6372041990747326,6.0,3.5,9.5,0,0,0,0,1,1,0,1,0,0,0
2013,0.4503271558979153,4.0,1.6,6.4,0,0,0,0,1,0,1,0,1,0,0
2020,0.4000840806198484,4.0,2.2,6.1,1,0,0,0,0,1,0,1,0,0,0
2013,0.9142505796889135,4.0,2.1,8.2,1,0,0,0,0,1,0,0,0,0,1
2019,0.3514104748772485,4.0,2.5,5.7,0,1,0,0,0,1,0,1,0,0,0
2013,0.712910960479305,4.0,1.8,6.6,0,0,0,0,1,1,0,0,1,0,0
2011,0.7093177082203805,6.0,3.2,11.5,0,0,0,0,1,1,0,0,0,0,0
2014,0.8512950233889057,5.0,3.2,9.6,1,0,0,0,0,1,0,0,0,0,0
2007,0.8244356368622365,4.0,1.3,5.6,0,0,0,0,1,1,0,0,1,0,0
2020,0.441769718982845,4.0,2.0,7.4,0,0,0,0,1,1,0,0,1,0,0
2009,0.436259879084702,4.0,1.3,6.6,0,0,0,0,1,1,0,0,1,0,0
2011,0.903010259195374,4.0,2.5,9.2,1,0,0,0,0,0,1,0,0,0,0
2018,0.4851207238145626,4.0,2.5,8.3,0,0,0,0,1,1,0,0,1,0,0
2022,0.305111191578525,4.0,1.5,7.3,0,0,0,0,1,1,0,0,1,0,0
2007,0.3523983174973075,4.0,2.2,8.2,1,0,0,0,0,1,0,0,0,0,0
2016,0.5704142126962211,4.0,2.0,8.1,0,0,0,1,0,1,0,1,0,0,0
2016,0.753134819317308,4.0,2.4,7.7,1,0,0,0,0,0,1,0,0,0,1
2020,0.4157441255825225,4.0,2.0,6.3,0,0,0,0,1,1,0,0,1,0,0
2006,0.4872234456559156,4.0,2.0,8.9,0,0,0,0,1,1,0,0,1,0,0
2022,0.0922521717224401,3.0,1.0,5.4,0,0,0,1,0,1,0,0,1,0,0
2018,0.5801188256763861,4.0,1.2,4.8,0,0,0,0,1,1,0,0,1,0,0
2017,0.82672576793131,6.0,3.0,7.5,1,0,0,0,0,1,0,0,0,0,0
2014,0.4982090430819602,4.0,2.0,5.9,1,0,0,0,0,1,0,0,0,0,1
2016,0.3740087476551254,4.0,2.0,8.1,0,0,0,1,0,1,0,1,0,0,0
2010,0.6349536241472227,6.0,4.0,10.1,0,0,0,0,1,1,0,0,0,0,1
2021,0.261199373138655,4.0,1.6,7.2,0,0,0,0,1,1,0,1,0,0,0
2016,0.5147457289321458,4.0,2.5,8.8,1,0,0,0,0,1,0,0,0,0,1
2018,0.5365167414797359,4.0,2.0,10.9,0,0,0,0,1,1,0,1,0,0,0
2016,0.5030606573615019,4.0,2.0,5.3,0,0,0,1,0,1,0,0,1,0,0
2013,0.6490836582389085,4.0,2.5,6.6,0,0,0,0,1,1,0,0,1,0,0
2017,0.5506975182230545,4.0,2.2,7.2,1,0,0,0,0,1,0,1,0,0,0
2013,0.4474490426157317,4.0,1.8,7.1,0,0,0,0,1,0,1,0,1,0,0
2018,0.5689547331402219,4.0,2.8,8.6,1,0,0,0,0,1,0,0,0,0,0
2015,0.733199057330929,4.0,2.0,4.8,1,0,0,0,0,1,0,0,1,0,0
2019,0.4958946909846397,4.0,2.5,7.3,0,0,0,0,1,1,0,1,0,0,0
2017,0.4737426978077297,4.0,1.6,4.7,1,0,0,0,0,1,0,0,1,0,0
2019,0.4213104739882705,4.0,2.0,8.3,0,0,0,1,0,1,0,1,0,0,0
2017,0.6357505879298154,4.0,2.0,6.9,0,0,0,1,0,1,0,1,0,0,0
2014,0.7174566940443903,4.0,2.0,7.7,0,0,0,0,1,1,0,0,1,0,0
2018,0.3950301970055208,4.0,2.0,7.9,0,0,0,1,0,1,0,1,0,0,0
2016,0.5400585565917772,4.0,1.8,6.1,0,0,0,0,1,1,0,0,1,0,0
2015,0.6117149823317705,4.0,2.0,6.1,0,0,0,1,0,1,0,0,0,0,1
2012,0.4527599819000332,6.0,3.5,11.6,0,0,0,0,1,1,0,0,0,0,0
2018,0.5136509977192443,6.0,3.5,9.5,0,0,0,0,1,1,0,1,0,0,0
2015,0.5800723286455781,4.0,2.0,6.6,0,0,0,1,0,1,0,0,1,0,0
2022,0.0188753970351275,4.0,2.5,4.7,0,1,0,0,0,1,0,0,1,0,0
2010,0.7980981891373617,4.0,2.0,8.7,1,0,0,0,0,1,0,0,0,0,0
2015,0.6206948862487578,4.0,2.5,7.9,0,0,0,0,1,1,0,0,1,0,0
2018,0.5411860579069995,8.0,5.0,12.7,0,0,0,1,0,1,0,0,0,0,1
2009,0.8841389535894516,4.0,2.3,11.5,0,0,0,0,1,1,0,1,0,0,0
2019,0.6230657231024587,4.0,2.2,7.2,1,0,0,0,0,1,0,1,0,0,0
2014,0.5885960264361634,4.0,2.0,5.8,1,0,0,0,0,1,0,0,0,0,0
2015,0.6970820356692962,4.0,2.0,7.9,0,0,0,0,1,1,0,0,1,0,0
2018,0.6331254797802529,4.0,2.7,10.9,0,0,0,0,1,1,0,0,0,0,1
2017,0.4640431758954543,4.0,1.2,5.6,0,0,0,1,0,1,0,1,0,0,0
2013,0.7265115901109293,6.0,3.0,7.4,1,0,0,0,0,1,0,0,0,0,0
2010,0.8414232659421166,4.0,2.5,8.6,0,0,0,0,1,1,0,0,1,0,0
2021,0.2183178568724456,4.0,2.2,6.5,1,0,0,0,0,1,0,0,1,0,0
2012,0.6000069600186887,4.0,1.8,6.5,0,0,0,1,0,1,0,0,1,0,0
2014,0.7346427212335552,4.0,2.0,7.5,0,0,0,0,1,1,0,0,1,0,0
2013,0.6405189384607437,4.0,1.8,6.7,0,0,0,0,1,1,0,0,1,0,0
2018,0.3901012882530733,4.0,2.2,7.2,1,0,0,0,0,1,0,1,0,0,0
2015,0.8509731551191664,4.0,2.5,8.3,1,0,0,0,0,0,1,0,0,0,0
2014,0.7022037749810321,4.0,2.0,7.2,1,0,0,0,0,1,0,1,0,0,0
2018,0.4836040578546914,4.0,2.4,7.2,0,0,0,0,1,1,0,1,0,0,0
2006,0.8662326214951437,4.0,1.8,7.8,0,0,0,0,1,1,0,0,1,0,0
2018,0.7015581754100393,6.0,3.0,7.8,1,0,0,0,0,1,0,0,0,0,0
2021,0.2426614257706004,4.0,2.0,6.3,1,0,0,0,0,1,0,1,0,0,0
2019,0.4822440169101394,4.0,2.0,7.6,0,0,0,0,1,1,0,0,1,0,0
2016,0.7078851331563132,4.0,2.0,5.7,0,0,0,0,1,1,0,0,1,0,0
2021,0.0967002608246785,4.0,1.5,7.4,0,0,0,0,1,1,0,1,0,0,0
2023,0.0037217813903303,4.0,2.5,6.8,0,0,0,1,0,1,0,0,1,0,0
2019,0.4163156022443866,4.0,2.0,7.4,0,0,0,0,1,1,0,0,1,0,0
2016,0.3759059937785246,4.0,2.0,5.1,1,0,0,0,0,1,0,1,0,0,0
2016,0.5291625043334486,4.0,2.0,7.5,0,0,0,1,0,1,0,0,0,0,1
2014,0.6353244322502587,4.0,1.2,4.8,0,0,0,1,0,0,1,0,1,0,0
2018,0.4555145348825403,6.0,3.5,9.1,0,0,0,0,1,1,0,0,1,0,0
2018,0.4772646968748282,4.0,2.0,7.4,0,0,0,0,1,1,0,0,1,0,0
2020,0.4405779146295075,4.0,2.5,7.4,0,0,0,0,1,1,0,1,0,0,0
2015,0.8423362365109597,6.0,3.3,11.6,0,0,0,0,1,1,0,0,1,0,0
2020,0.5229574811700007,4.0,2.0,8.2,1,0,0,0,0,1,0,0,0,0,0
2010,0.8082619894495944,8.0,4.8,10.5,0,0,0,1,0,1,0,1,0,0,0
2019,0.45815970907735,4.0,2.0,5.3,0,0,0,1,0,1,0,0,1,0,0
2009,0.6937000775632343,4.0,2.0,8.9,0,0,0,1,0,0,1,1,0,0,0
2009,0.927208234582066,4.0,2.0,7.7,0,0,0,0,1,0,1,0,1,0,0
2019,0.2441906642974087,4.0,2.0,8.4,0,0,0,1,0,0,1,0,0,0,1
2020,0.4501539446646979,4.0,2.0,7.2,0,0,0,0,1,1,0,0,1,0,0
2019,0.5861198122442788,4.0,1.5,7.5,0,0,0,1,0,1,0,1,0,0,0
2019,0.5815902309104177,4.0,2.5,7.9,0,0,0,0,1,1,0,0,1,0,0
2015,0.3439639334282029,4.0,2.0,12.7,0,0,0,1,0,1,0,1,0,0,0
2013,0.5463122569375591,6.0,3.0,7.4,1,0,0,0,0,1,0,0,1,0,0
2008,0.7764052862687817,6.0,4.0,12.2,0,0,0,0,1,1,0,1,0,0,0
2016,0.4515940465658425,6.0,3.0,8.3,0,0,0,0,1,1,0,0,0,0,1
2011,0.6155807086467401,4.0,1.7,7.6,0,0,0,1,0,1,0,0,1,0,0
2020,0.4728015963554391,4.0,2.5,4.2,0,1,0,0,0,1,0,0,1,0,0
2017,0.4241617368863228,4.0,2.2,7.8,1,0,0,0,0,1,0,1,0,0,0
2023,0.0050501770822211,4.0,1.5,7.1,0,0,0,0,0,1,0,0,1,0,0
2006,0.8084482074094099,4.0,2.5,10.9,0,0,0,0,1,0,1,1,0,0,0
2021,0.2895114677013131,4.0,2.0,6.9,0,0,0,0,1,1,0,0,1,0,0
2021,0.4679440189539325,4.0,2.0,7.6,0,0,0,0,1,1,0,0,1,0,0
2015,0.7507394564919079,6.0,3.0,8.3,0,0,0,0,1,1,0,0,0,0,1
2023,0.0050501770822211,4.0,1.5,7.1,0,0,0,0,0,1,0,0,1,0,0
2022,0.1663378066473528,4.0,1.5,5.2,0,0,0,0,1,1,0,0,1,0,0
2019,0.4567370439489761,3.0,1.5,6.4,0,0,0,0,1,1,0,0,1,0,0
2019,0.5959728360365103,4.0,2.0,6.5,0,0,0,1,0,1,0,0,1,0,0
2022,0.0027705026230676,4.0,2.5,8.8,0,0,0,0,1,1,0,1,0,0,0
2017,0.5398552880466829,4.0,2.0,6.1,0,0,0,0,1,1,0,0,1,0,0
2016,0.7426624072086343,4.0,2.3,6.3,1,0,0,0,0,0,1,0,0,0,1
2017,0.9034645439750456,4.0,2.8,9.1,1,0,0,0,0,1,0,0,0,0,0
2014,0.6560677833381656,4.0,1.6,6.6,0,0,0,0,1,1,0,0,1,0,0
2015,0.6698426347156885,5.0,3.2,8.8,1,0,0,0,0,1,0,0,0,0,0
2019,0.3509154900667115,4.0,2.0,6.7,1,0,0,0,0,1,0,1,0,0,0
2021,0.2945127264068392,4.0,1.5,7.3,0,0,0,0,1,1,0,0,1,0,0
2018,0.508403975367674,4.0,2.5,7.3,0,0,0,0,1,1,0,1,0,0,0
2020,0.451263576975128,4.0,2.0,7.9,0,0,0,0,1,1,0,0,1,0,0
2022,0.0065932440856379,4.0,2.0,9.4,1,0,0,0,0,1,0,0,0,0,0
2016,0.5924796441618745,4.0,2.2,7.8,1,0,0,0,0,1,0,1,0,0,0
2022,0.0368513667237838,4.0,1.4,5.9,0,0,0,1,0,1,0,0,1,0,0
2021,0.4176920199138077,4.0,2.5,7.5,0,0,0,0,1,1,0,1,0,0,0
2021,0.2622141641061887,3.0,1.0,5.4,0,0,0,1,0,1,0,0,1,0,0
2013,0.7146572258199824,6.0,3.6,9.5,0,0,0,0,1,1,0,0,0,0,1
2020,0.4237292870806285,6.0,3.0,7.5,1,0,0,0,0,1,0,1,0,0,0
2013,0.8281439653657863,6.0,3.0,7.5,1,0,0,0,0,1,0,0,0,0,0
2014,0.6456029636012668,4.0,1.4,6.9,0,0,0,0,1,1,0,0,1,0,0
2015,0.6930342545624673,4.0,2.0,4.7,1,0,0,0,0,1,0,0,1,0,0
2023,0.0065932440856379,4.0,1.5,8.1,0,0,0,1,0,1,0,0,1,0,0
2005,0.975743598859767,6.0,4.2,12.9,1,0,0,0,0,0,1,0,0,0,0
2023,0.0042838389473943,4.0,2.4,8.6,1,0,0,0,0,1,0,0,0,0,0
2010,0.8561530404106266,4.0,2.7,11.6,0,0,0,0,1,1,0,0,0,0,1
2016,0.5297049377173929,4.0,1.5,6.4,0,0,0,0,1,1,0,0,1,0,0
2019,0.4599943491635075,4.0,2.0,6.7,1,0,0,0,0,1,0,1,0,0,0
2020,0.3931751925506633,4.0,2.5,7.3,0,0,0,0,1,1,0,1,0,0,0
2019,0.4442237048862525,4.0,2.0,7.2,0,0,0,0,1,1,0,0,1,0,0
2019,0.4509892496957474,4.0,2.0,7.4,0,0,0,0,1,1,0,0,1,0,0
2023,0.0059660819766454,4.0,2.4,7.9,0,0,0,0,1,1,0,0,1,0,0
2018,0.4827807893237028,4.0,2.0,7.5,0,0,0,1,0,1,0,1,0,0,0
2009,0.6438762885906543,4.0,1.6,6.2,0,0,0,0,1,0,1,0,1,0,0
2019,0.5426224033092286,4.0,1.3,6.4,0,0,0,0,1,1,0,0,1,0,0
2019,0.6059677312622426,4.0,3.0,7.9,1,0,0,0,0,1,0,0,0,0,0
2018,0.4195335619346094,4.0,1.5,7.3,0,0,0,0,1,1,0,0,1,0,0
2011,0.5566775349681073,6.0,3.6,10.3,0,0,0,1,0,1,0,1,0,0,0
